movie_title,year,combined_rating,total_popularity
bring your own brigade,2021,7.2,377
bronson,2009,8.0,3
captain ron,1992,6.0,8
casa vieja,2010,7.0,32
catfished,2025,9.8,13
chalbaaz,1969,5.5,10
cherish,2002,10.0,1
childhood enemies,1995,6.4,23
church: code of silence,2017,7.6,33
cia: comrade in america,2017,6.4,3617
coffee and cigarettes,2003,7.0,6
cold fusion,2001,7.6,138
collapse,2015,3.2,100
colonna sonora,1992,6.4,10
colors of wind,2017,5.5,203
coyote,2009,7.8,26
dancin': it's on!,2015,2.5,1207
das ende des abenteurers paolo de caspado,1920,6.0,11
dead of night,1945,1.0,1
deadline,2004,7.5,242
dear wendy,2005,8.0,3
delta force 2: the colombian connection,1990,4.9,8499
dinozavry xx veka,1990,4.5,12
"don't cry, mr. ogre",2019,6.6,56
donna... cosa si fa per te,1976,5.4,16
"doulaye, une saison des pluies",2000,7.1,34
dragon ball: mystical adventure (doragon bôru: makafushigi dai bôken),1988,7.0,1
dwa ksiezyce,1993,6.6,91
"edward & george: two brothers, one throne",2012,7.4,23
eighteen nineteen,2012,6.2,32
ek hindustani,2003,6.8,65
encounter with disaster,1979,7.6,40
erida,2021,3.9,1556
ernest saves christmas,1988,3.85,13583
excuse me,1915,8.4,15
expiration date,2006,6.3,439
extreme measures,1996,7.0,3
fantastic love gym,2015,9.4,57
female yakuza tale: inquisition and torture,1973,6.4,1013
fights break sphere 3,2024,4.7,8
forever james dean,1988,6.6,225
freedom is paradise,1989,6.8,349
from island to island,2024,8.3,13
from music into silence,2018,7.0,25
from up on poppy hill (kokuriko-zaka kara),2011,9.0,1
"gary cooper: american life, american legend",1989,7.1,196
gelin takimi,2024,3.0,2029
"ghost and mrs. muir, the",1947,8.0,7
godard: love and poetry,2007,7.2,128
gold in new frisco,1939,4.5,26
gold mine in the sky,1938,6.4,111
golden buddha against the snake phantom,1982,4.2,9
grandma and the eight children,1977,5.9,159
"hard way, the",1991,10.0,2
harmony,2018,5.6,1624
"harvey girls, the",1946,6.0,1
"hate (haine, la)",1995,9.0,10
"haunting, the",1963,6.0,20
heavy metal,1981,6.0,33
helena from sarayaku,2022,8.4,6
herr berger sucht einen sohn: the making of,2019,1.8,16
hitman,2007,5.0,7
hondar 2050,2018,8.2,10
huhtikuu tulee,1953,5.2,66
hurricane smith,1992,4.4,562
i will be murdered,2013,7.1,366
ibong adarna,1941,6.5,35
in the bleak midwinter,1995,7.0,1
in/significant others,2009,5.7,63
infernal affairs iii,2003,6.8,15190
intlo illalu vantintlo priyuralu,1996,7.1,438
ism,2016,5.6,489
italy possessed: a brief history of italian exorcist rip-offs,2020,6.8,13
jadur bashi,1977,5.1,10
je me souviens,2009,6.5,167
jeste svatba nebyla,1954,4.5,12
jeungeon,1974,4.5,18
jin can xiang,1991,4.6,6
john tucker must die,2006,8.0,9
johny indo,1987,7.6,6
"jolson story, the",1946,7.0,1
jorgovani,2024,5.7,615
"journey of natty gann, the",1985,8.0,5
joy,2012,5.9,57
"jungle book, the",1994,10.0,87
kalashnikov,2020,6.6,5461
kashyala udyachi baat,1983,6.3,16
keenan cahill's story,2012,8.0,14
keep punching,1939,5.8,41
kriminalassistent bloch,1943,6.3,25
la duquesa roja,1997,5.1,65
la poliziotta fa carriera,1976,4.9,303
la prima donna,2019,6.6,8
le pressentiment,2006,7.1,392
leaked: top secret ufo report,2023,4.9,24
les croulants se portent bien,1961,5.6,14
like sheep among wolves,2023,6.3,575
little girls and high finance,1960,5.6,27
little man tate,1991,4.0,10
little murders,1971,10.0,1
little peace of mine,2004,8.2,21
little women,1994,7.65,66138
lobis,2022,6.2,52
"longest day, the",1962,8.0,11
love life,2002,7.3,224
lowriders,2016,5.7,2796
made,2001,6.0,6
mambo italiano,2003,6.0,1
marea sfidare,1990,7.1,21
masquerade,1988,2.0,1
masud rana,1974,8.1,40
matric fail,2012,7.6,24
mccartney: grand central,2018,6.9,15
mean streets,1973,8.0,7
meet the baron,1933,5.5,343
mildred pierce,1945,8.0,2
miss potter,2006,7.0,32938
mole,2001,4.2,129
move,2012,6.6,1405
mr fraud,2012,5.2,16
mull,1989,6.3,85
my heart puppy,2023,6.7,391
my masterpiece,2018,7.1,7831
ned,2003,6.3,420
no code of conduct,1998,4.7,1673
non-stop,1996,6.8,953
not out,2022,7.1,54
not-so amazing,2020,6.5,147
numafung,2001,8.3,131
number game,2018,7.4,15
obcan brych,1959,5.6,25
otdushina,1991,6.1,16
paddy the next best thing,1923,5.6,11
paisagem sem barcos,1984,6.6,5
paradise villa,2001,5.2,163
parwana,1947,8.0,19
passenger 57,1992,7.0,3
pfarrer iseli,1970,5.7,27
picasso affair,2023,5.0,54
"pink panther strikes again, the",1976,6.0,5
po lyubvi,2025,4.4,59
"postman always rings twice, the",1981,6.0,8
"princess bride, the",1987,10.0,142
puriyatha puthir,1990,7.4,65
rasputin,2015,4.0,69
revelj,1917,5.4,17
ride: live at brixton academy,1992,7.7,12
rock the paint,2005,6.2,108
rumbling,2015,5.3,58
saajan ki saheli,1981,5.5,70
scammerhead,2014,8.4,116
sea of dust,2008,3.3,182
sect,2022,6.0,26
sharper,2023,6.7,35028
sheitaan,2017,4.6,33
slap af frede!,1966,5.9,618
sneg v traure,1979,5.1,12
solas,1999,8.0,1
somewhere in time,1980,6.0,7
soul traveler (the feature),2024,4.2,22
sour grapes,1998,5.8,3136
spirit: stallion of the cimarron,2002,6.6,89824
spring,2015,9.0,1
stanley & iris,1990,4.0,2
stranger in the night,2019,3.9,173
street of shame,1956,7.8,5110
such a life,1997,7.7,36
sweet lemon,2017,6.3,13
talk to me,2022,7.1,179193
teesri talash,2023,9.4,21
the adventures of peg o' the ring,1916,4.8,49
the bait,1995,6.8,2471
the big diamond robbery,1929,6.3,78
the charlatan,1917,3.5,30
the devil's bride,2011,4.8,153
the entire history of the louisiana purchase,1998,6.3,79
the explorers: a century of discovery,1988,8.0,16
the face you deserve,2004,5.8,485
the frivolous,2013,7.0,14
the girl with all the gifts,2016,10.0,1
the great fortune,2016,5.7,35
the marine 6: close quarters,2018,4.9,1764
the mechanic,2011,6.5,177780
the mime,2015,4.9,15
the murder,1983,5.1,10
the other half,2006,4.8,1053
the painted stallion,1937,6.4,201
the picture of dorian gray,1916,5.7,46
the prisoner or: how i planned to kill tony blair,2006,6.8,288
the purple mist,2019,6.5,136
the romance of the vampires,1994,5.5,62
the screwball comedy - when hollywood went mad,2015,6.0,24
the seventh door,2001,4.7,21
"the tale of soldier fedot, the daring fellow",2008,6.4,486
the terrible people,1960,6.3,641
the third walker,1978,5.7,37
the thirteenth floor,1999,7.0,79647
the work,2017,7.8,2483
the wrestler: a q.t. marshall story,2017,7.1,26
theodore bikel: in the shoes of sholom aleichem,2014,7.5,12
this is 40,2012,6.0,8
"three musketeers, the",1973,8.0,68
tiger house,2015,5.2,5011
underworld,1927,7.5,3713
unloved: huronia's forgotten children,2022,9.0,10
vayanadan thampan,1978,6.6,35
via margutta,1960,6.8,90
vindictive,2023,7.4,24
vor fælles ven,1921,6.8,14
we own the night,2007,8.0,2
what men talk about,2010,10.0,1
when worlds collide,1951,8.3,9802
winnetou darf nicht sterben,2007,6.8,25
yasashiku naani naochan to kazoku no 35nen,2017,7.2,6
zhena za monasi,1986,6.2,7
énisénis: honour - metoometoo,2021,4.3,12
motylyok,2017,5.3,30
return of the moonwalker,2013,3.9,112
take your dream,2019,8.8,18
the fiancee,1953,7.2,183
the frontrooms,2024,3.2,36
the lovers of midnight,1931,6.6,74
20 fingers,2004,6.7,498
2016 global citizen,2016,3.4,12
3 gante 30 dina 30 second,2018,6.2,26
"a comedy of horrors, volume 1",2021,5.7,158
a grande cidade ou as aventuras e desventuras de luzia e seus 3 amigos chegados de longe,1966,7.0,183
a hollow tree,2023,7.7,94
a thousand oceans,2008,6.8,173
age of consent,2017,8.0,18
ahsaas,1979,5.6,61
akibat hamil muda,1993,5.0,8
alex & eve,2015,5.9,1191
alexander,2004,5.0,10
alyoshkina okhota,1966,5.5,19
ann,2016,8.4,13
anna,2015,6.7,156
ape yalu punchi boothaya,2010,6.1,11
arsenic and old lace,1944,8.0,29
"art of the steal, the",2009,8.0,5
assault on precinct 13,2005,5.0,13
at the crossroads of great storms,1980,7.2,46
autograph,2010,7.4,2596
bad man's river,1971,4.6,1087
"bad news bears, the",1976,6.0,9
bare essence,1989,6.0,17
bastardy,2008,7.3,191
beloved days,2015,7.8,24
beyond the 7 seas,2022,7.1,51
billy galvin,1986,6.4,116
biraj bahu,1954,6.5,67
black and white,1994,5.2,32
black arrow,1944,5.3,53
"black hole, the",1979,4.0,9
blood will tell,2019,6.1,945
"bring me the moon, mom",2012,7.0,27
cadia: the world within,2019,5.8,65
canarul si viscolul,1970,6.6,57
chalay thay sath,2017,6.5,363
champagne safari,1954,6.7,95
chobizenesse,1975,5.6,180
"chronicles of narnia: the lion, the witch and the wardrobe, the",2005,6.0,62
crescent heart,2001,4.9,18
cruel intentions,1999,5.4,213097
curumim: diary of a brazilian on death row,2016,7.0,102
dawn of the dead,2004,9.0,36
"day of the beast, the (día de la bestia, el)",1995,7.0,1
de brief voor sinterklaas,2019,6.1,32
death's door,2008,4.2,127
demi,2016,6.6,13
den siste filmen,2023,8.0,74
die mondverschwörung,2011,7.6,423
dilan 1991,2019,6.5,1530
djanta,2007,6.6,8
don't make that face by naveen richard,2017,6.2,249
dragon: the weapon of god,2022,1.5,311
e-team,2014,7.1,960
east of havana,2006,6.6,86
ecstasy,2011,3.8,802
el hob el daye',1970,6.7,100
"emperor's new clothes, the",2001,8.0,1
everything you always wanted to know about sex * but were afraid to ask,1972,8.0,12
exorcism,2014,2.2,208
expiry date,2005,7.0,35
failing better now,2010,7.8,82
fall out boy: live in phoenix,2008,7.6,23
family,2023,9.4,7
flatfoot in hong kong,1975,6.4,3763
fran,1985,6.4,131
friday the 13th part 2,1981,4.0,7
g.i. joe: retaliation,2013,6.0,3
gang bangs ii,1989,6.6,117
glory of the seat: the chair olympics story,2023,6.9,9
god under the skin,1974,6.1,10
grant vs lee: the overland campaign,1999,5.8,13
guardians of the wild,1928,5.3,16
hamlet,1964,8.1,3093
hard feelings,2023,4.8,3121
harold & kumar escape from guantanamo bay,2008,8.0,13
harry and william: what went wrong?,2021,5.0,9
hasduk berpola,2013,8.4,24
haunters of the deep,1984,6.0,146
heart attack! the early pulse pounding cinema of kelly hughes,2012,7.3,17
heaven's door,2012,5.5,575
here and there,2021,5.9,104
highway 395,2000,4.7,139
honor and glory,1992,4.2,981
"hot, cold and upside down",1971,3.9,17
ikka,2003,5.7,11
inside,2018,7.7,14
isolering,2023,6.9,23
jack,1996,6.0,19
jagga jagravan joga,2020,2.7,14
jeopardy,1953,6.7,2569
jfk,1991,10.0,31
johan van der keuken,1999,6.1,8
justice league: doom,2012,10.0,1
kaalgat tussen die daisies,1997,6.5,17
kadin olmanin gunahi/the sin of being a woman,2018,7.6,77
kageki!! hentai fûfu,1988,2.6,9
kagemusha,1980,9.0,4
kansas city,1996,8.0,3
keloglan aramizda,1972,5.6,901
l'angelus de la victoire,1916,6.8,10
l'occhio del ragno,1971,4.7,126
lalchar,2015,6.3,8
last days,2005,4.0,2
"last picture show, the",1971,8.0,8
le permis de conduire,1974,5.5,128
legend of the moles: the magic train adventure,2015,5.0,10
licensed to thrill,1990,7.8,9
little miss sunshine,2006,7.4,535138
long hu di tou she,1973,7.1,12
louis c.k.: shameless,2007,9.0,7
lounge act,2006,6.1,10
lunatics: a love story,1991,5.9,843
majdhar,1984,5.0,8
maldita cocaína - cacería en punta del este,2001,3.7,34
malpractice,2001,4.6,330
man-eater of kumaon,1948,5.8,179
manolito four eyes,1999,6.2,1336
manyak,1986,4.4,10
mary and max,2009,9.0,10
mary of scotland,1936,6.0,1
mast mein rehne ka,2023,7.1,3698
max keeble's big move,2001,6.0,3
meipporul,2009,7.1,16
mendung tanpo udan,2024,6.0,22
messenger on a white horse,2017,8.0,36
missionary positions,2005,6.9,88
mnemosyne,2017,4.8,71
"morgenthau: three men, three generations, one fight",2013,5.8,17
most beautiful island,2017,5.7,3741
mutzmag,1993,6.7,32
my brother's wife,1966,4.8,265
my daughter the terrorist,2007,7.5,45
nantu ghotok,1982,3.8,8
nau mahine nau divas,2009,6.3,26
newton's grace,2017,6.2,68
night of henna,2005,5.8,41
ohne mutter geht es nicht,1958,6.6,21
old wounds,2024,8.6,10
old-timers,2019,6.7,253
one-eyed jacks,1961,6.0,1
operation last patrol,1972,7.3,22
"patch of blue, a",1965,8.0,1
perfect strangers,2021,6.9,172
phantom halo,2014,5.1,1015
phil cobb's dinner for four,2011,6.9,10
pie in the sky,1996,4.0,1
plato's: the movie,1980,5.6,84
polder,2023,6.2,41
pretty in pink,1986,6.0,33
pride and prejudice,1995,3.0,12
prince,1969,6.9,239
princesses,2005,6.9,5798
push,2009,7.0,2
reign over me,2007,10.0,5
robin and marian,1976,6.0,2
rolled,2012,8.0,23
sach ki jeet,2024,8.3,8
santiago,2007,7.9,784
sara is guilty,1993,5.6,16
say anything...,1989,6.0,39
scala,2018,8.8,7
scrap,2022,6.9,663
secret agent super dragon,1966,2.6,1166
secretary,2002,6.95,103834
shooresh,1973,4.9,17
simha raasi,2001,6.9,47
skolni vylet,2012,2.6,41
sledopyt,1987,5.6,118
sleepwalkers,1992,4.0,1
slender,2016,3.1,494
smoke,1993,6.9,108
sola a los 40,2023,8.8,8
suitable for murder,2008,3.8,42
sweet home,1989,6.5,1259
sylvia: tracing blood,2016,7.3,80
"take care of your scarf, tatiana",1994,7.1,4007
the bananas boat,1975,4.2,96
the bellman equation,2011,6.9,18
the bricklayers,1976,7.7,268
the crimebusters,1962,6.7,31
the death of mr. lazarescu,2005,7.8,16315
the electric hotel,1908,8.0,1
the flower shop,2018,5.2,53
the flying devils,1985,5.1,51
the grey,2011,6.7,268594
the hanging garden,1997,6.8,3125
the heart exposed,1986,6.6,13
the last of the hitlers,2006,7.2,11
the man with no pants,2021,5.7,20
the medal,1980,7.0,151
the messenger,2015,5.2,1311
the paradise trail,1979,6.5,22
the rise and fall of jeremy starr,2009,8.0,13
the suspects,2004,4.9,20
the sword of justice,1980,6.9,11
the tale of a tiger,2015,7.8,6
the turkey alibi,2007,8.5,8
the vampire doll,1970,6.6,1450
the veil of maya,2017,5.0,11
this thing with sarah,2013,5.7,422
to walk again,2007,7.5,59
tokyo!,2008,7.0,1
transcend,2014,7.8,105
twenty hours,1965,7.6,516
twilight,2008,7.15,504202
un rêve blond,1932,7.1,31
under texas skies,1930,5.7,86
up in harlem,2004,4.9,51
up&down - un film normale,2018,6.0,12
utopía,2003,5.2,501
victor frankenstein,2015,7.5,61913
victoria the great,1937,6.3,289
violent blue,2011,3.5,441
voodoo swamp,1962,3.4,20
watch'em die,2009,6.8,97
water easy reach,1998,6.3,232
weekend circles,1980,5.0,13
witness,2022,6.9,384
worth the price,2016,4.8,19
wreck,2020,2.2,285
you're the one,1941,7.2,16
zamach stanu,1980,6.8,46
zapped!,1982,3.0,2
zina i lyokha. novogodniy maskarad,2023,8.0,7
zombie atrocity: the italian zombie movie - part 2,2010,7.4,26
the power of the past,2002,6.3,145
500 almas,2004,7.2,25
"7th voyage of sinbad, the",1958,8.0,5
a bell family christmas,2022,7.8,18
a good kill,2016,6.0,300
a living promise,2016,5.8,126
"abdulladzhan, ili posvyashchaetsya stivenu spilbergu",1991,7.2,219
aimée,1981,5.8,8
ama lur,1968,7.2,19
american commune,2013,6.8,256
"amerika, terra incognita",1988,6.3,36
anomalisa,2015,7.0,2
argi,2016,7.4,7
aziris nuna,2006,3.5,351
baby,1940,5.9,18
backwards faces,2022,7.3,142
bandits of the west,1953,6.9,59
bare-assed japan,2007,6.3,58
batangueno kabitenyo,1995,6.6,8
beautiful helen,2022,5.6,44
behind the wall of silence,2017,5.4,80
benden ne olur,2022,4.7,963
beyond the valley of the dolls,1970,7.0,1
big stan,2007,6.0,2
black panther,2017,8.0,11
blood & gold,2023,6.5,18930
blue blood and red,1916,3.2,18
boom varietal,2011,7.9,32
bride of violence,2018,4.6,113
charlie & boots,2009,6.4,1716
chernobyl: men of steel,2022,8.3,12
"christmas carol, a",1977,1.0,8
city of the rising sun,1998,6.6,478
class a,2020,6.9,29
cleavers: killer clowns,2019,3.1,382
clouds,2000,5.7,17
cognition factor,2009,7.3,28
como afogar o ganso,1984,4.1,14
copito de nieve: el renacer de una leyenda.,2012,7.8,12
crazy in alabama,1999,4.0,2
cutting class,1989,4.6,6506
daleko na zapade,1969,5.8,17
das zweite gleis,1962,7.3,148
day watch (dnevnoy dozor),2006,4.0,2
dear john,2010,7.0,1
dear molly,2022,6.8,48
death on the nile,1978,6.0,1
deep red (profondo rosso),1975,5.0,5
dindigul sarathy,2008,4.7,26
doctor who: planet of the dead,2009,9.0,4
doggy daycare: the movie,2015,3.5,109
dos compadres y una yola,2017,7.5,17
dressed in blue,1983,7.5,275
drums of fu manchu,1940,6.9,342
dying game,1995,7.0,8
dällebach kari,1970,7.7,153
echo in the canyon,2018,7.0,4162
egon schiele: death and the maiden,2016,6.5,1601
ek tara,2015,6.2,117
el hoyo del diablo,2012,5.1,66
el príncipe del dólar,1930,5.6,18
el tesoro del rey salomón,1963,5.7,48
em & me,2004,7.6,73
evergreen,1934,6.6,694
everybody's fine,2016,6.0,99
everyday is your last,2020,7.3,11
family plot,1976,6.0,3
fanarchy,2015,6.8,90
fantasies,1981,3.0,412
"fat, bald, short man",2011,6.7,199
feed me,2024,6.0,15
first snow,2006,6.0,2
fist of legend (jing wu ying xiong),1994,2.0,4
flor de fango,1941,5.4,7
forgiveness,2020,5.7,87
formula sveta,1983,5.3,11
from the terrace,1960,6.35,3315
gece dansi tutsaklari,1988,5.3,15
gerry,2011,6.7,425
glittering misfits,2019,7.2,15
goemon rock,2009,8.6,6
goldfish game,2002,5.2,43
"good shepherd, the",2006,6.0,7
"goodbye girl, the",1977,8.0,12
gost,2015,4.2,14
green zone,2010,8.0,9
halloween,1978,10.0,31
heimweh nach dir,1952,6.4,14
henry viii and his six wives,1972,6.8,1103
her. him. the other,2018,7.2,20
holiday (jour de fête),1949,6.0,1
honor and glory,2016,7.6,42
hotaru,1989,5.0,13
how they got over,2018,8.3,92
i am a sex addict,1993,5.5,10
i wish i knew,2010,6.9,889
il capitano di ferro,1962,5.3,35
image problem,2012,6.4,82
immortal beloved,1994,6.7,26872
inna de yard: the soul of jamaica,2019,6.9,179
irandu mugam,2010,4.4,9
jason bateman thinks i'm dead,2010,7.4,9
jesus no mundo maravilha,2007,6.6,5
jim jefferies: fully functional (epix),2012,9.0,1
joe gould's secret,2000,6.0,1
jonathan,2018,5.9,6785
ju-on: the curse 2,2000,6.0,4340
julien & claire,2011,7.4,89
kaali pahadi,2000,5.4,8
karanliktaki melekler,2017,7.3,21
karel,2020,7.4,184
karma,2024,8.1,1367
kid-thing,2012,6.3,575
killing me softly,2002,8.0,1
kiru,2022,8.8,14
kool,2011,5.0,48
la donna è mobile,1993,6.1,41
la tinta negra,2011,7.8,7
lady,1992,6.2,13
lawless cowboys,1951,6.6,27
lawless riders,1935,7.1,64
legend,2015,8.0,15
let's go to the rat,2013,6.3,10
logic of the birds,2002,5.6,13
lorenzo's oil,1992,7.0,3
love punch,2023,7.0,8
love under a rosy sky,1979,5.8,25
lupe under the sun,2016,5.8,44
lykke post partum,2025,9.4,8
"macbeth (a.k.a. tragedy of macbeth, the)",1971,6.0,4
manipularea,2000,7.8,9
mankind,2014,9.0,10
mantan runs for mayor,1946,7.2,10
married young,2019,5.4,51
meeting the beatles in india,2020,6.9,113
merci patron !,2016,8.0,1
merry christmas,2024,6.9,29721
mordprozeß dr. jordan,1949,7.5,40
mosambi narangi,1981,6.4,12
mother,1952,7.5,924
motherhood,2022,6.1,232
motorista sem limites,1970,5.3,15
mr. muhsin,1987,8.4,12275
murder without crime,1950,6.3,277
mãos sangrentas,1955,7.0,84
nanchang uprising,1981,4.1,11
nanna preethiya hudugi,2001,7.9,38
national garden,2009,8.7,12
nevozvrashchenets,1991,5.7,50
"nin x nin: ninja hattori-kun, the movie",2004,5.3,209
novice,2016,3.5,29
nowhere,2017,6.3,87
objetivo: bi-ki-ni,1969,5.1,76
ocean's twelve,2004,8.0,43
once were warriors,1994,10.0,14
one direction: going our way,2013,3.8,882
one-zero,2009,6.4,628
operation java,2021,8.0,5474
oraalppokkam,2014,6.9,122
orthodoxed,2021,8.3,6
outside out,2000,6.8,72
paint it red,2019,4.5,193
pametnice,2009,4.3,29
paseo de oficina,2012,4.1,97
patterns of life: prana,2021,7.7,13
"pianist, the",2002,9.0,46
pirate radio,2009,9.0,5
placebo effect,1998,6.4,53
play misty for me,1971,8.0,4
pratinidhi 2,2024,7.7,1016
preciosa,1965,4.9,18
prime cut,1972,6.7,6383
páter vojtech,1936,5.9,14
"rapture, the",1991,6.0,3
red line crossing,2017,5.6,39
revolution,2012,7.3,467
ricky rapper and the nighthawk,2016,4.3,188
rifftrax presents: she demons,2019,5.3,15
rosa: republic of south ah sh**t!,2023,7.1,23
saw vii 3d - the final chapter,2010,9.0,1
scoop,2006,5.0,4
setem,2009,7.2,119
shalom y'all,2003,8.5,36
sharp shooters,1928,6.6,42
shikari: the hunter,1991,4.7,117
short term 12,2013,7.0,2
slow learners,2015,4.0,1
solaris,2002,10.0,20
soliloquy,2002,6.8,12
squeak-squeak,1963,6.5,2181
